datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/3/2020 8:00:00 AM,2/3/2020 3:00:00 AM,RTO,RTO,RTO,RTO,73535.546,False
2/3/2020 9:00:00 AM,2/3/2020 4:00:00 AM,RTO,RTO,RTO,RTO,75965.640,False
2/3/2020 10:00:00 AM,2/3/2020 5:00:00 AM,RTO,RTO,RTO,RTO,81467.036,False
2/3/2020 11:00:00 AM,2/3/2020 6:00:00 AM,RTO,RTO,RTO,RTO,90022.214,False
2/3/2020 12:00:00 PM,2/3/2020 7:00:00 AM,RTO,RTO,RTO,RTO,95076.289,False
2/3/2020 1:00:00 PM,2/3/2020 8:00:00 AM,RTO,RTO,RTO,RTO,94216.074,False
2/3/2020 2:00:00 PM,2/3/2020 9:00:00 AM,RTO,RTO,RTO,RTO,91222.365,False
2/3/2020 3:00:00 PM,2/3/2020 10:00:00 AM,RTO,RTO,RTO,RTO,88582.898,False
2/3/2020 4:00:00 PM,2/3/2020 11:00:00 AM,RTO,RTO,RTO,RTO,86227.077,False
2/3/2020 5:00:00 PM,2/3/2020 12:00:00 PM,RTO,RTO,RTO,RTO,84525.860,False
2/3/2020 6:00:00 PM,2/3/2020 1:00:00 PM,RTO,RTO,RTO,RTO,83627.759,False
2/3/2020 7:00:00 PM,2/3/2020 2:00:00 PM,RTO,RTO,RTO,RTO,82828.165,False
2/3/2020 8:00:00 PM,2/3/2020 3:00:00 PM,RTO,RTO,RTO,RTO,82541.167,False
2/3/2020 9:00:00 PM,2/3/2020 4:00:00 PM,RTO,RTO,RTO,RTO,83852.682,False
2/3/2020 10:00:00 PM,2/3/2020 5:00:00 PM,RTO,RTO,RTO,RTO,87712.863,False
2/3/2020 11:00:00 PM,2/3/2020 6:00:00 PM,RTO,RTO,RTO,RTO,91277.042,False
2/4/2020 12:00:00 AM,2/3/2020 7:00:00 PM,RTO,RTO,RTO,RTO,90942.831,False
2/4/2020 1:00:00 AM,2/3/2020 8:00:00 PM,RTO,RTO,RTO,RTO,89130.976,False
2/4/2020 2:00:00 AM,2/3/2020 9:00:00 PM,RTO,RTO,RTO,RTO,85632.198,False
2/4/2020 3:00:00 AM,2/3/2020 10:00:00 PM,RTO,RTO,RTO,RTO,80774.146,False
2/4/2020 4:00:00 AM,2/3/2020 11:00:00 PM,RTO,RTO,RTO,RTO,76146.088,False
2/4/2020 5:00:00 AM,2/4/2020 12:00:00 AM,RTO,RTO,RTO,RTO,72756.198,False
2/4/2020 6:00:00 AM,2/4/2020 1:00:00 AM,RTO,RTO,RTO,RTO,70945.938,False
2/4/2020 7:00:00 AM,2/4/2020 2:00:00 AM,RTO,RTO,RTO,RTO,69782.222,False
2/4/2020 8:00:00 AM,2/4/2020 3:00:00 AM,RTO,RTO,RTO,RTO,69704.800,False
2/4/2020 9:00:00 AM,2/4/2020 4:00:00 AM,RTO,RTO,RTO,RTO,71249.756,False
2/4/2020 10:00:00 AM,2/4/2020 5:00:00 AM,RTO,RTO,RTO,RTO,75874.877,False
2/4/2020 11:00:00 AM,2/4/2020 6:00:00 AM,RTO,RTO,RTO,RTO,83717.432,False
2/4/2020 12:00:00 PM,2/4/2020 7:00:00 AM,RTO,RTO,RTO,RTO,88722.582,False
2/4/2020 1:00:00 PM,2/4/2020 8:00:00 AM,RTO,RTO,RTO,RTO,89172.768,False
2/4/2020 2:00:00 PM,2/4/2020 9:00:00 AM,RTO,RTO,RTO,RTO,89325.018,False
2/4/2020 3:00:00 PM,2/4/2020 10:00:00 AM,RTO,RTO,RTO,RTO,89103.796,False
2/4/2020 4:00:00 PM,2/4/2020 11:00:00 AM,RTO,RTO,RTO,RTO,88483.191,False
2/4/2020 5:00:00 PM,2/4/2020 12:00:00 PM,RTO,RTO,RTO,RTO,87797.635,False
2/4/2020 6:00:00 PM,2/4/2020 1:00:00 PM,RTO,RTO,RTO,RTO,87076.326,False
2/4/2020 7:00:00 PM,2/4/2020 2:00:00 PM,RTO,RTO,RTO,RTO,86404.135,False
2/4/2020 8:00:00 PM,2/4/2020 3:00:00 PM,RTO,RTO,RTO,RTO,86501.273,False
2/4/2020 9:00:00 PM,2/4/2020 4:00:00 PM,RTO,RTO,RTO,RTO,87999.974,False
2/4/2020 10:00:00 PM,2/4/2020 5:00:00 PM,RTO,RTO,RTO,RTO,91601.307,False
2/4/2020 11:00:00 PM,2/4/2020 6:00:00 PM,RTO,RTO,RTO,RTO,93781.011,False
2/5/2020 12:00:00 AM,2/4/2020 7:00:00 PM,RTO,RTO,RTO,RTO,92946.600,False
2/5/2020 1:00:00 AM,2/4/2020 8:00:00 PM,RTO,RTO,RTO,RTO,90978.932,False
2/5/2020 2:00:00 AM,2/4/2020 9:00:00 PM,RTO,RTO,RTO,RTO,87269.944,False
2/5/2020 3:00:00 AM,2/4/2020 10:00:00 PM,RTO,RTO,RTO,RTO,82600.982,False
2/5/2020 4:00:00 AM,2/4/2020 11:00:00 PM,RTO,RTO,RTO,RTO,78301.899,False
2/5/2020 5:00:00 AM,2/5/2020 12:00:00 AM,RTO,RTO,RTO,RTO,74761.906,False
2/5/2020 6:00:00 AM,2/5/2020 1:00:00 AM,RTO,RTO,RTO,RTO,72953.478,False
2/5/2020 7:00:00 AM,2/5/2020 2:00:00 AM,RTO,RTO,RTO,RTO,72316.093,False
2/5/2020 8:00:00 AM,2/5/2020 3:00:00 AM,RTO,RTO,RTO,RTO,72658.345,False
2/5/2020 9:00:00 AM,2/5/2020 4:00:00 AM,RTO,RTO,RTO,RTO,74804.585,False
2/5/2020 10:00:00 AM,2/5/2020 5:00:00 AM,RTO,RTO,RTO,RTO,79902.660,False
2/5/2020 11:00:00 AM,2/5/2020 6:00:00 AM,RTO,RTO,RTO,RTO,88083.071,False
2/5/2020 12:00:00 PM,2/5/2020 7:00:00 AM,RTO,RTO,RTO,RTO,93839.256,False
2/5/2020 1:00:00 PM,2/5/2020 8:00:00 AM,RTO,RTO,RTO,RTO,94906.044,False
2/5/2020 2:00:00 PM,2/5/2020 9:00:00 AM,RTO,RTO,RTO,RTO,95065.229,False
2/5/2020 3:00:00 PM,2/5/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95298.232,False
2/5/2020 4:00:00 PM,2/5/2020 11:00:00 AM,RTO,RTO,RTO,RTO,95034.809,False
2/5/2020 5:00:00 PM,2/5/2020 12:00:00 PM,RTO,RTO,RTO,RTO,94593.104,False
2/5/2020 6:00:00 PM,2/5/2020 1:00:00 PM,RTO,RTO,RTO,RTO,94488.106,False
2/5/2020 7:00:00 PM,2/5/2020 2:00:00 PM,RTO,RTO,RTO,RTO,94247.765,False
2/5/2020 8:00:00 PM,2/5/2020 3:00:00 PM,RTO,RTO,RTO,RTO,94495.469,False
2/5/2020 9:00:00 PM,2/5/2020 4:00:00 PM,RTO,RTO,RTO,RTO,96112.142,False
2/5/2020 10:00:00 PM,2/5/2020 5:00:00 PM,RTO,RTO,RTO,RTO,100038.671,False
2/5/2020 11:00:00 PM,2/5/2020 6:00:00 PM,RTO,RTO,RTO,RTO,101853.974,False
2/6/2020 12:00:00 AM,2/5/2020 7:00:00 PM,RTO,RTO,RTO,RTO,100951.266,False
2/6/2020 1:00:00 AM,2/5/2020 8:00:00 PM,RTO,RTO,RTO,RTO,99082.877,False
2/6/2020 2:00:00 AM,2/5/2020 9:00:00 PM,RTO,RTO,RTO,RTO,95564.660,False
2/6/2020 3:00:00 AM,2/5/2020 10:00:00 PM,RTO,RTO,RTO,RTO,90489.186,False
2/6/2020 4:00:00 AM,2/5/2020 11:00:00 PM,RTO,RTO,RTO,RTO,85685.167,False
2/6/2020 5:00:00 AM,2/6/2020 12:00:00 AM,RTO,RTO,RTO,RTO,82209.785,False
2/6/2020 6:00:00 AM,2/6/2020 1:00:00 AM,RTO,RTO,RTO,RTO,80269.772,False
2/6/2020 7:00:00 AM,2/6/2020 2:00:00 AM,RTO,RTO,RTO,RTO,79240.049,False
2/6/2020 8:00:00 AM,2/6/2020 3:00:00 AM,RTO,RTO,RTO,RTO,79176.962,False
2/6/2020 9:00:00 AM,2/6/2020 4:00:00 AM,RTO,RTO,RTO,RTO,81016.354,False
2/6/2020 10:00:00 AM,2/6/2020 5:00:00 AM,RTO,RTO,RTO,RTO,85877.031,False
2/6/2020 11:00:00 AM,2/6/2020 6:00:00 AM,RTO,RTO,RTO,RTO,93236.604,False
2/6/2020 12:00:00 PM,2/6/2020 7:00:00 AM,RTO,RTO,RTO,RTO,98182.402,False
2/6/2020 1:00:00 PM,2/6/2020 8:00:00 AM,RTO,RTO,RTO,RTO,98630.483,False
2/6/2020 2:00:00 PM,2/6/2020 9:00:00 AM,RTO,RTO,RTO,RTO,98918.690,False
2/6/2020 3:00:00 PM,2/6/2020 10:00:00 AM,RTO,RTO,RTO,RTO,98976.955,False
2/6/2020 4:00:00 PM,2/6/2020 11:00:00 AM,RTO,RTO,RTO,RTO,98811.425,False
2/6/2020 5:00:00 PM,2/6/2020 12:00:00 PM,RTO,RTO,RTO,RTO,98404.866,False
2/6/2020 6:00:00 PM,2/6/2020 1:00:00 PM,RTO,RTO,RTO,RTO,97630.299,False
2/6/2020 7:00:00 PM,2/6/2020 2:00:00 PM,RTO,RTO,RTO,RTO,97068.410,False
2/6/2020 8:00:00 PM,2/6/2020 3:00:00 PM,RTO,RTO,RTO,RTO,96650.073,False
2/6/2020 9:00:00 PM,2/6/2020 4:00:00 PM,RTO,RTO,RTO,RTO,97403.436,False
2/6/2020 10:00:00 PM,2/6/2020 5:00:00 PM,RTO,RTO,RTO,RTO,100028.249,False
2/6/2020 11:00:00 PM,2/6/2020 6:00:00 PM,RTO,RTO,RTO,RTO,101159.721,False
2/7/2020 12:00:00 AM,2/6/2020 7:00:00 PM,RTO,RTO,RTO,RTO,100110.166,False
2/7/2020 1:00:00 AM,2/6/2020 8:00:00 PM,RTO,RTO,RTO,RTO,97949.775,False
2/7/2020 2:00:00 AM,2/6/2020 9:00:00 PM,RTO,RTO,RTO,RTO,94215.144,False
2/7/2020 3:00:00 AM,2/6/2020 10:00:00 PM,RTO,RTO,RTO,RTO,89060.202,False
2/7/2020 4:00:00 AM,2/6/2020 11:00:00 PM,RTO,RTO,RTO,RTO,84170.695,False
2/7/2020 5:00:00 AM,2/7/2020 12:00:00 AM,RTO,RTO,RTO,RTO,80748.350,False
2/7/2020 6:00:00 AM,2/7/2020 1:00:00 AM,RTO,RTO,RTO,RTO,78879.813,False
2/7/2020 7:00:00 AM,2/7/2020 2:00:00 AM,RTO,RTO,RTO,RTO,78110.330,False
2/7/2020 8:00:00 AM,2/7/2020 3:00:00 AM,RTO,RTO,RTO,RTO,78046.527,False
2/7/2020 9:00:00 AM,2/7/2020 4:00:00 AM,RTO,RTO,RTO,RTO,79824.002,False
2/7/2020 10:00:00 AM,2/7/2020 5:00:00 AM,RTO,RTO,RTO,RTO,84344.566,False
2/7/2020 11:00:00 AM,2/7/2020 6:00:00 AM,RTO,RTO,RTO,RTO,91422.000,False
2/7/2020 12:00:00 PM,2/7/2020 7:00:00 AM,RTO,RTO,RTO,RTO,96419.413,False
2/7/2020 1:00:00 PM,2/7/2020 8:00:00 AM,RTO,RTO,RTO,RTO,97277.433,False
2/7/2020 2:00:00 PM,2/7/2020 9:00:00 AM,RTO,RTO,RTO,RTO,97302.107,False
2/7/2020 3:00:00 PM,2/7/2020 10:00:00 AM,RTO,RTO,RTO,RTO,97295.555,False
2/7/2020 4:00:00 PM,2/7/2020 11:00:00 AM,RTO,RTO,RTO,RTO,96580.716,False
2/7/2020 5:00:00 PM,2/7/2020 12:00:00 PM,RTO,RTO,RTO,RTO,95911.928,False
2/7/2020 6:00:00 PM,2/7/2020 1:00:00 PM,RTO,RTO,RTO,RTO,95642.659,False
2/7/2020 7:00:00 PM,2/7/2020 2:00:00 PM,RTO,RTO,RTO,RTO,95245.172,False
2/7/2020 8:00:00 PM,2/7/2020 3:00:00 PM,RTO,RTO,RTO,RTO,95309.689,False
2/7/2020 9:00:00 PM,2/7/2020 4:00:00 PM,RTO,RTO,RTO,RTO,96789.163,False
2/7/2020 10:00:00 PM,2/7/2020 5:00:00 PM,RTO,RTO,RTO,RTO,100090.943,False
2/7/2020 11:00:00 PM,2/7/2020 6:00:00 PM,RTO,RTO,RTO,RTO,102966.995,False
2/8/2020 12:00:00 AM,2/7/2020 7:00:00 PM,RTO,RTO,RTO,RTO,102162.929,False
2/8/2020 1:00:00 AM,2/7/2020 8:00:00 PM,RTO,RTO,RTO,RTO,100666.223,False
2/8/2020 2:00:00 AM,2/7/2020 9:00:00 PM,RTO,RTO,RTO,RTO,98137.520,False
2/8/2020 3:00:00 AM,2/7/2020 10:00:00 PM,RTO,RTO,RTO,RTO,94366.925,False
2/8/2020 4:00:00 AM,2/7/2020 11:00:00 PM,RTO,RTO,RTO,RTO,89984.774,False
2/8/2020 5:00:00 AM,2/8/2020 12:00:00 AM,RTO,RTO,RTO,RTO,87062.280,False
2/8/2020 6:00:00 AM,2/8/2020 1:00:00 AM,RTO,RTO,RTO,RTO,85234.011,False
2/8/2020 7:00:00 AM,2/8/2020 2:00:00 AM,RTO,RTO,RTO,RTO,84451.364,False
2/8/2020 8:00:00 AM,2/8/2020 3:00:00 AM,RTO,RTO,RTO,RTO,84427.340,False
2/8/2020 9:00:00 AM,2/8/2020 4:00:00 AM,RTO,RTO,RTO,RTO,85333.277,False
2/8/2020 10:00:00 AM,2/8/2020 5:00:00 AM,RTO,RTO,RTO,RTO,87477.202,False
2/8/2020 11:00:00 AM,2/8/2020 6:00:00 AM,RTO,RTO,RTO,RTO,90945.221,False
2/8/2020 12:00:00 PM,2/8/2020 7:00:00 AM,RTO,RTO,RTO,RTO,94019.141,False
2/8/2020 1:00:00 PM,2/8/2020 8:00:00 AM,RTO,RTO,RTO,RTO,95004.763,False
2/8/2020 2:00:00 PM,2/8/2020 9:00:00 AM,RTO,RTO,RTO,RTO,93784.393,False
2/8/2020 3:00:00 PM,2/8/2020 10:00:00 AM,RTO,RTO,RTO,RTO,92522.431,False
2/8/2020 4:00:00 PM,2/8/2020 11:00:00 AM,RTO,RTO,RTO,RTO,91034.729,False
2/8/2020 5:00:00 PM,2/8/2020 12:00:00 PM,RTO,RTO,RTO,RTO,89363.588,False
2/8/2020 6:00:00 PM,2/8/2020 1:00:00 PM,RTO,RTO,RTO,RTO,87959.524,False
2/8/2020 7:00:00 PM,2/8/2020 2:00:00 PM,RTO,RTO,RTO,RTO,87404.229,False
2/8/2020 8:00:00 PM,2/8/2020 3:00:00 PM,RTO,RTO,RTO,RTO,87728.642,False
2/8/2020 9:00:00 PM,2/8/2020 4:00:00 PM,RTO,RTO,RTO,RTO,89257.169,False
2/8/2020 10:00:00 PM,2/8/2020 5:00:00 PM,RTO,RTO,RTO,RTO,92723.128,False
2/8/2020 11:00:00 PM,2/8/2020 6:00:00 PM,RTO,RTO,RTO,RTO,96096.958,False
2/9/2020 12:00:00 AM,2/8/2020 7:00:00 PM,RTO,RTO,RTO,RTO,95843.886,False
2/9/2020 1:00:00 AM,2/8/2020 8:00:00 PM,RTO,RTO,RTO,RTO,94901.888,False
2/9/2020 2:00:00 AM,2/8/2020 9:00:00 PM,RTO,RTO,RTO,RTO,93067.808,False
2/9/2020 3:00:00 AM,2/8/2020 10:00:00 PM,RTO,RTO,RTO,RTO,90190.192,False
2/9/2020 4:00:00 AM,2/8/2020 11:00:00 PM,RTO,RTO,RTO,RTO,87153.479,False
2/9/2020 5:00:00 AM,2/9/2020 12:00:00 AM,RTO,RTO,RTO,RTO,84557.662,False
2/9/2020 6:00:00 AM,2/9/2020 1:00:00 AM,RTO,RTO,RTO,RTO,83142.894,False
2/9/2020 7:00:00 AM,2/9/2020 2:00:00 AM,RTO,RTO,RTO,RTO,82611.349,False
2/9/2020 8:00:00 AM,2/9/2020 3:00:00 AM,RTO,RTO,RTO,RTO,82605.907,False
2/9/2020 9:00:00 AM,2/9/2020 4:00:00 AM,RTO,RTO,RTO,RTO,83553.121,False
2/9/2020 10:00:00 AM,2/9/2020 5:00:00 AM,RTO,RTO,RTO,RTO,85503.815,False
2/9/2020 11:00:00 AM,2/9/2020 6:00:00 AM,RTO,RTO,RTO,RTO,88452.107,False
2/9/2020 12:00:00 PM,2/9/2020 7:00:00 AM,RTO,RTO,RTO,RTO,90952.203,False
2/9/2020 1:00:00 PM,2/9/2020 8:00:00 AM,RTO,RTO,RTO,RTO,91346.084,False
2/9/2020 2:00:00 PM,2/9/2020 9:00:00 AM,RTO,RTO,RTO,RTO,89345.009,False
2/9/2020 3:00:00 PM,2/9/2020 10:00:00 AM,RTO,RTO,RTO,RTO,86973.511,False
2/9/2020 4:00:00 PM,2/9/2020 11:00:00 AM,RTO,RTO,RTO,RTO,85429.521,False
2/9/2020 5:00:00 PM,2/9/2020 12:00:00 PM,RTO,RTO,RTO,RTO,84384.239,False
2/9/2020 6:00:00 PM,2/9/2020 1:00:00 PM,RTO,RTO,RTO,RTO,83626.351,False
2/9/2020 7:00:00 PM,2/9/2020 2:00:00 PM,RTO,RTO,RTO,RTO,83178.931,False
2/9/2020 8:00:00 PM,2/9/2020 3:00:00 PM,RTO,RTO,RTO,RTO,83600.706,False
2/9/2020 9:00:00 PM,2/9/2020 4:00:00 PM,RTO,RTO,RTO,RTO,85935.523,False
2/9/2020 10:00:00 PM,2/9/2020 5:00:00 PM,RTO,RTO,RTO,RTO,90489.246,False
2/9/2020 11:00:00 PM,2/9/2020 6:00:00 PM,RTO,RTO,RTO,RTO,94583.536,False
2/10/2020 12:00:00 AM,2/9/2020 7:00:00 PM,RTO,RTO,RTO,RTO,94764.454,False
2/10/2020 1:00:00 AM,2/9/2020 8:00:00 PM,RTO,RTO,RTO,RTO,93217.027,False
2/10/2020 2:00:00 AM,2/9/2020 9:00:00 PM,RTO,RTO,RTO,RTO,90135.783,False
2/10/2020 3:00:00 AM,2/9/2020 10:00:00 PM,RTO,RTO,RTO,RTO,86050.141,False
2/10/2020 4:00:00 AM,2/9/2020 11:00:00 PM,RTO,RTO,RTO,RTO,82079.214,False
2/10/2020 5:00:00 AM,2/10/2020 12:00:00 AM,RTO,RTO,RTO,RTO,79489.096,False
2/10/2020 6:00:00 AM,2/10/2020 1:00:00 AM,RTO,RTO,RTO,RTO,77838.035,False
2/10/2020 7:00:00 AM,2/10/2020 2:00:00 AM,RTO,RTO,RTO,RTO,77209.807,False
2/10/2020 8:00:00 AM,2/10/2020 3:00:00 AM,RTO,RTO,RTO,RTO,77451.136,False
2/10/2020 9:00:00 AM,2/10/2020 4:00:00 AM,RTO,RTO,RTO,RTO,79511.648,False
2/10/2020 10:00:00 AM,2/10/2020 5:00:00 AM,RTO,RTO,RTO,RTO,84635.309,False
2/10/2020 11:00:00 AM,2/10/2020 6:00:00 AM,RTO,RTO,RTO,RTO,92586.677,False
2/10/2020 12:00:00 PM,2/10/2020 7:00:00 AM,RTO,RTO,RTO,RTO,97256.534,False
2/10/2020 1:00:00 PM,2/10/2020 8:00:00 AM,RTO,RTO,RTO,RTO,97363.547,False
2/10/2020 2:00:00 PM,2/10/2020 9:00:00 AM,RTO,RTO,RTO,RTO,96941.379,False
2/10/2020 3:00:00 PM,2/10/2020 10:00:00 AM,RTO,RTO,RTO,RTO,96412.492,False
2/10/2020 4:00:00 PM,2/10/2020 11:00:00 AM,RTO,RTO,RTO,RTO,95728.015,False
2/10/2020 5:00:00 PM,2/10/2020 12:00:00 PM,RTO,RTO,RTO,RTO,95279.773,False
2/10/2020 6:00:00 PM,2/10/2020 1:00:00 PM,RTO,RTO,RTO,RTO,94860.028,False
2/10/2020 7:00:00 PM,2/10/2020 2:00:00 PM,RTO,RTO,RTO,RTO,94164.239,False
2/10/2020 8:00:00 PM,2/10/2020 3:00:00 PM,RTO,RTO,RTO,RTO,93996.711,False
2/10/2020 9:00:00 PM,2/10/2020 4:00:00 PM,RTO,RTO,RTO,RTO,95026.549,False
2/10/2020 10:00:00 PM,2/10/2020 5:00:00 PM,RTO,RTO,RTO,RTO,97569.049,False
2/10/2020 11:00:00 PM,2/10/2020 6:00:00 PM,RTO,RTO,RTO,RTO,99336.124,False
2/11/2020 12:00:00 AM,2/10/2020 7:00:00 PM,RTO,RTO,RTO,RTO,98268.787,False
2/11/2020 1:00:00 AM,2/10/2020 8:00:00 PM,RTO,RTO,RTO,RTO,95777.599,False
2/11/2020 2:00:00 AM,2/10/2020 9:00:00 PM,RTO,RTO,RTO,RTO,91937.295,False
2/11/2020 3:00:00 AM,2/10/2020 10:00:00 PM,RTO,RTO,RTO,RTO,86540.421,False
2/11/2020 4:00:00 AM,2/10/2020 11:00:00 PM,RTO,RTO,RTO,RTO,81705.256,False
2/11/2020 5:00:00 AM,2/11/2020 12:00:00 AM,RTO,RTO,RTO,RTO,78134.683,False
2/11/2020 6:00:00 AM,2/11/2020 1:00:00 AM,RTO,RTO,RTO,RTO,76033.139,False
2/11/2020 7:00:00 AM,2/11/2020 2:00:00 AM,RTO,RTO,RTO,RTO,75045.390,False
2/11/2020 8:00:00 AM,2/11/2020 3:00:00 AM,RTO,RTO,RTO,RTO,75045.744,False
2/11/2020 9:00:00 AM,2/11/2020 4:00:00 AM,RTO,RTO,RTO,RTO,76766.700,False
2/11/2020 10:00:00 AM,2/11/2020 5:00:00 AM,RTO,RTO,RTO,RTO,81566.373,False
2/11/2020 11:00:00 AM,2/11/2020 6:00:00 AM,RTO,RTO,RTO,RTO,89335.961,False
2/11/2020 12:00:00 PM,2/11/2020 7:00:00 AM,RTO,RTO,RTO,RTO,94259.911,False
2/11/2020 1:00:00 PM,2/11/2020 8:00:00 AM,RTO,RTO,RTO,RTO,94672.972,False
2/11/2020 2:00:00 PM,2/11/2020 9:00:00 AM,RTO,RTO,RTO,RTO,94573.545,False
2/11/2020 3:00:00 PM,2/11/2020 10:00:00 AM,RTO,RTO,RTO,RTO,94430.202,False
2/11/2020 4:00:00 PM,2/11/2020 11:00:00 AM,RTO,RTO,RTO,RTO,93902.377,False
2/11/2020 5:00:00 PM,2/11/2020 12:00:00 PM,RTO,RTO,RTO,RTO,92974.547,False
2/11/2020 6:00:00 PM,2/11/2020 1:00:00 PM,RTO,RTO,RTO,RTO,92129.669,False
2/11/2020 7:00:00 PM,2/11/2020 2:00:00 PM,RTO,RTO,RTO,RTO,90921.710,False
2/11/2020 8:00:00 PM,2/11/2020 3:00:00 PM,RTO,RTO,RTO,RTO,90487.576,False
2/11/2020 9:00:00 PM,2/11/2020 4:00:00 PM,RTO,RTO,RTO,RTO,91572.036,False
2/11/2020 10:00:00 PM,2/11/2020 5:00:00 PM,RTO,RTO,RTO,RTO,94486.408,False
2/11/2020 11:00:00 PM,2/11/2020 6:00:00 PM,RTO,RTO,RTO,RTO,97308.046,False
2/12/2020 12:00:00 AM,2/11/2020 7:00:00 PM,RTO,RTO,RTO,RTO,96998.492,False
2/12/2020 1:00:00 AM,2/11/2020 8:00:00 PM,RTO,RTO,RTO,RTO,95383.700,False
2/12/2020 2:00:00 AM,2/11/2020 9:00:00 PM,RTO,RTO,RTO,RTO,91929.760,False
2/12/2020 3:00:00 AM,2/11/2020 10:00:00 PM,RTO,RTO,RTO,RTO,87201.320,False
2/12/2020 4:00:00 AM,2/11/2020 11:00:00 PM,RTO,RTO,RTO,RTO,82730.441,False
2/12/2020 5:00:00 AM,2/12/2020 12:00:00 AM,RTO,RTO,RTO,RTO,79774.703,False
2/12/2020 6:00:00 AM,2/12/2020 1:00:00 AM,RTO,RTO,RTO,RTO,78225.801,False
2/12/2020 7:00:00 AM,2/12/2020 2:00:00 AM,RTO,RTO,RTO,RTO,77856.442,False
2/12/2020 8:00:00 AM,2/12/2020 3:00:00 AM,RTO,RTO,RTO,RTO,78477.970,False
2/12/2020 9:00:00 AM,2/12/2020 4:00:00 AM,RTO,RTO,RTO,RTO,80702.494,False
2/12/2020 10:00:00 AM,2/12/2020 5:00:00 AM,RTO,RTO,RTO,RTO,86186.532,False
2/12/2020 11:00:00 AM,2/12/2020 6:00:00 AM,RTO,RTO,RTO,RTO,94568.452,False
2/12/2020 12:00:00 PM,2/12/2020 7:00:00 AM,RTO,RTO,RTO,RTO,99175.242,False
2/12/2020 1:00:00 PM,2/12/2020 8:00:00 AM,RTO,RTO,RTO,RTO,98677.966,False
2/12/2020 2:00:00 PM,2/12/2020 9:00:00 AM,RTO,RTO,RTO,RTO,96841.781,False
2/12/2020 3:00:00 PM,2/12/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95194.209,False
2/12/2020 4:00:00 PM,2/12/2020 11:00:00 AM,RTO,RTO,RTO,RTO,94087.617,False
2/12/2020 5:00:00 PM,2/12/2020 12:00:00 PM,RTO,RTO,RTO,RTO,93461.491,False
2/12/2020 6:00:00 PM,2/12/2020 1:00:00 PM,RTO,RTO,RTO,RTO,92884.746,False
2/12/2020 7:00:00 PM,2/12/2020 2:00:00 PM,RTO,RTO,RTO,RTO,93283.863,False
2/12/2020 8:00:00 PM,2/12/2020 3:00:00 PM,RTO,RTO,RTO,RTO,94073.270,False
2/12/2020 9:00:00 PM,2/12/2020 4:00:00 PM,RTO,RTO,RTO,RTO,96204.064,False
2/12/2020 10:00:00 PM,2/12/2020 5:00:00 PM,RTO,RTO,RTO,RTO,99790.731,False
2/12/2020 11:00:00 PM,2/12/2020 6:00:00 PM,RTO,RTO,RTO,RTO,102043.784,False
2/13/2020 12:00:00 AM,2/12/2020 7:00:00 PM,RTO,RTO,RTO,RTO,101293.014,False
2/13/2020 1:00:00 AM,2/12/2020 8:00:00 PM,RTO,RTO,RTO,RTO,99278.441,False
2/13/2020 2:00:00 AM,2/12/2020 9:00:00 PM,RTO,RTO,RTO,RTO,95857.049,False
2/13/2020 3:00:00 AM,2/12/2020 10:00:00 PM,RTO,RTO,RTO,RTO,90341.881,False
2/13/2020 4:00:00 AM,2/12/2020 11:00:00 PM,RTO,RTO,RTO,RTO,85478.978,False
2/13/2020 5:00:00 AM,2/13/2020 12:00:00 AM,RTO,RTO,RTO,RTO,82011.290,False
2/13/2020 6:00:00 AM,2/13/2020 1:00:00 AM,RTO,RTO,RTO,RTO,79959.978,False
2/13/2020 7:00:00 AM,2/13/2020 2:00:00 AM,RTO,RTO,RTO,RTO,78926.221,False
2/13/2020 8:00:00 AM,2/13/2020 3:00:00 AM,RTO,RTO,RTO,RTO,78955.123,False
2/13/2020 9:00:00 AM,2/13/2020 4:00:00 AM,RTO,RTO,RTO,RTO,80436.103,False
2/13/2020 10:00:00 AM,2/13/2020 5:00:00 AM,RTO,RTO,RTO,RTO,85236.644,False
2/13/2020 11:00:00 AM,2/13/2020 6:00:00 AM,RTO,RTO,RTO,RTO,92746.917,False
2/13/2020 12:00:00 PM,2/13/2020 7:00:00 AM,RTO,RTO,RTO,RTO,97430.579,False
2/13/2020 1:00:00 PM,2/13/2020 8:00:00 AM,RTO,RTO,RTO,RTO,97730.784,False
2/13/2020 2:00:00 PM,2/13/2020 9:00:00 AM,RTO,RTO,RTO,RTO,97692.210,False
2/13/2020 3:00:00 PM,2/13/2020 10:00:00 AM,RTO,RTO,RTO,RTO,97873.822,False
2/13/2020 4:00:00 PM,2/13/2020 11:00:00 AM,RTO,RTO,RTO,RTO,97478.294,False
2/13/2020 5:00:00 PM,2/13/2020 12:00:00 PM,RTO,RTO,RTO,RTO,96882.543,False
2/13/2020 6:00:00 PM,2/13/2020 1:00:00 PM,RTO,RTO,RTO,RTO,96644.979,False
2/13/2020 7:00:00 PM,2/13/2020 2:00:00 PM,RTO,RTO,RTO,RTO,95810.829,False
2/13/2020 8:00:00 PM,2/13/2020 3:00:00 PM,RTO,RTO,RTO,RTO,95317.169,False
